nama_kabupaten_big;nama_kecamatan_big;nama_desa_big
kabupaten Barito Selatan;kecamatan dusun selatan;desa tanjung jawa
kabupaten Barito Selatan;kecamatan dusun selatan;desa telang andrau
kabupaten Barito Selatan;kecamatan dusun selatan;desa teluk mampun
kabupaten Barito Selatan;kecamatan dusun selatan;desa teluk telaga
kabupaten Barito Selatan;kecamatan dusun selatan;desa tetei lanan
kabupaten Barito Selatan;kecamatan dusun utara;desa bantai bambure
kabupaten Barito Selatan;kecamatan dusun utara;desa bundar
kabupaten Barito Selatan;kecamatan dusun utara;desa danau bambure
kabupaten Barito Selatan;kecamatan dusun utara;desa gunung rantau
kabupaten Barito Selatan;kecamatan dusun utara;desa hingan
kabupaten Barito Selatan;kecamatan dusun utara;desa hulu tampang
kabupaten Barito Selatan;kecamatan dusun utara;desa majundre
kabupaten Barito Selatan;kecamatan dusun utara;desa marawan baru
kabupaten Barito Selatan;kecamatan dusun utara;desa marawan lama
kabupaten Barito Selatan;kecamatan dusun utara;desa maruga
kabupaten Barito Selatan;kecamatan dusun utara;desa panarukan
kabupaten Barito Selatan;kecamatan dusun utara;kelurahan pendang
kabupaten Barito Selatan;kecamatan dusun utara;desa rampa mea
kabupaten Barito Selatan;kecamatan dusun utara;desa reong
kabupaten Barito Selatan;kecamatan dusun utara;desa sungai telang
kabupaten Barito Selatan;kecamatan dusun utara;desa talekoi
kabupaten Barito Selatan;kecamatan dusun utara;desa tamparak
kabupaten Barito Selatan;kecamatan dusun utara;desa tamparak layung
kabupaten Barito Selatan;kecamatan dusun utara;desa tarusan
kabupaten Barito Selatan;kecamatan gunung bintang awai;desa baruang
kabupaten Barito Selatan;kecamatan gunung bintang awai;desa bintang ara
kabupaten Barito Selatan;kecamatan gunung bintang awai;desa bipak kali
kabupaten Barito Selatan;kecamatan gunung bintang awai;desa gagutur
kabupaten Barito Selatan;kecamatan gunung bintang awai;desa kayumban
kabupaten Barito Selatan;kecamatan gunung bintang awai;desa malungai raya
kabupaten Barito Selatan;kecamatan gunung bintang awai;desa marga jaya
kabupaten Barito Selatan;kecamatan gunung bintang awai;desa muara singan
kabupaten Barito Selatan;kecamatan gunung bintang awai;desa muka haji
kabupaten Barito Selatan;kecamatan gunung bintang awai;desa ngurit
kabupaten Barito Selatan;kecamatan gunung bintang awai;desa palu rejo
kabupaten Barito Selatan;kecamatan gunung bintang awai;desa patas i
kabupaten Barito Selatan;kecamatan gunung bintang awai;desa patas ii
kabupaten Barito Selatan;kecamatan gunung bintang awai;desa ruhing raya
kabupaten Barito Selatan;kecamatan gunung bintang awai;desa sarimbuah
kabupaten Barito Selatan;kecamatan gunung bintang awai;desa sei paken
kabupaten Barito Selatan;kecamatan gunung bintang awai;desa sire
kabupaten Barito Selatan;kecamatan gunung bintang awai;desa tabak kanilan
kabupaten Barito Selatan;kecamatan gunung bintang awai;desa ugang sayu
kabupaten Barito Selatan;kecamatan gunung bintang awai;desa wayun
kabupaten Barito Selatan;kecamatan gunung bintang awai;desa wungkur baru
kabupaten Barito Selatan;kecamatan jenamas;desa rangga ilung
kabupaten Barito Selatan;kecamatan jenamas;desa rantau bahuang
kabupaten Barito Selatan;kecamatan jenamas;kelurahan rantau kujang
kabupaten Barito Selatan;kecamatan jenamas;desa tabatan
kabupaten Barito Selatan;kecamatan jenamas;desa tampulang
kabupaten Barito Selatan;kecamatan karau kuala;desa babai
kabupaten Barito Selatan;kecamatan karau kuala;kelurahan bangkuang
kabupaten Barito Selatan;kecamatan karau kuala;desa bintang kurung
kabupaten Barito Selatan;kecamatan karau kuala;desa janggi
kabupaten Barito Selatan;kecamatan karau kuala;desa malitin
kabupaten Barito Selatan;kecamatan karau kuala;desa muara arai
kabupaten Barito Selatan;kecamatan karau kuala;desa salat baru
kabupaten Barito Selatan;kecamatan karau kuala;desa talio
kabupaten Barito Selatan;kecamatan karau kuala;desa tampijak
kabupaten Barito Selatan;kecamatan karau kuala;desa teluk betung
kabupaten Barito Selatan;kecamatan karau kuala;desa teluk sampudau
kabupaten Barito Timur;kecamatan awang;desa ampari
kabupaten Barito Timur;kecamatan awang;desa apar batu
kabupaten Barito Timur;kecamatan awang;desa bangkirayen
kabupaten Barito Timur;kecamatan awang;desa biwan
kabupaten Barito Timur;kecamatan awang;desa danau
kabupaten Barito Timur;kecamatan awang;desa hayaping
kabupaten Barito Timur;kecamatan awang;desa janah jari
kabupaten Barito Timur;kecamatan awang;desa janah mansiwui
kabupaten Barito Timur;kecamatan awang;desa pianggu
kabupaten Barito Timur;kecamatan awang;desa tangkan
kabupaten Barito Timur;kecamatan awang;desa wungkur nanakan
kabupaten Barito Timur;kecamatan benua lima;desa bagok
kabupaten Barito Timur;kecamatan benua lima;desa bamban
kabupaten Barito Timur;kecamatan benua lima;desa banyu landas
kabupaten Barito Timur;kecamatan benua lima;desa gudang seng
kabupaten Barito Timur;kecamatan benua lima;desa kandris
kabupaten Barito Timur;kecamatan benua lima;kelurahan taniran
kabupaten Barito Timur;kecamatan benua lima;desa tewah pupuh
kabupaten Barito Timur;kecamatan dusun tengah;desa ampah dua
kabupaten Barito Timur;kecamatan dusun tengah;kelurahan ampah kota
kabupaten Barito Timur;kecamatan dusun tengah;desa muara awang
kabupaten Barito Timur;kecamatan dusun tengah;desa netampin
kabupaten Barito Timur;kecamatan dusun tengah;desa putai
kabupaten Barito Timur;kecamatan dusun tengah;desa rodok
kabupaten Barito Timur;kecamatan dusun tengah;desa saing
kabupaten Barito Timur;kecamatan dusun tengah;desa sumber garunggung
kabupaten Barito Timur;kecamatan dusun timur;desa didi
kabupaten Barito Timur;kecamatan dusun timur;desa dorong
kabupaten Barito Timur;kecamatan dusun timur;desa gumpa
kabupaten Barito Timur;kecamatan dusun timur;desa harara
kabupaten Barito Timur;kecamatan dusun timur;desa haringen
kabupaten Barito Timur;kecamatan dusun timur;desa jaar
kabupaten Barito Timur;kecamatan dusun timur;desa jaweten
kabupaten Barito Timur;kecamatan dusun timur;desa karang langit
kabupaten Barito Timur;kecamatan dusun timur;desa magantis
kabupaten Barito Timur;kecamatan dusun timur;desa mangkarap
kabupaten Barito Timur;kecamatan dusun timur;desa maragut
kabupaten Barito Timur;kecamatan dusun timur;desa matabu
kabupaten Barito Timur;kecamatan dusun timur;desa matarah
kabupaten Barito Timur;kecamatan dusun timur;desa pulau patai
kabupaten Barito Timur;kecamatan dusun timur;desa sarapat
kabupaten Barito Timur;kecamatan dusun timur;desa sumur
kabupaten Barito Timur;kecamatan dusun timur;kelurahan tamiang layang
kabupaten Barito Timur;kecamatan karusen janang;desa dayu
kabupaten Barito Timur;kecamatan karusen janang;desa ipu mea
kabupaten Barito Timur;kecamatan karusen janang;desa kandris
kabupaten Barito Timur;kecamatan karusen janang;desa lagan
kabupaten Barito Timur;kecamatan karusen janang;desa putut tawuluh
kabupaten Barito Timur;kecamatan karusen janang;desa simpang naneng
kabupaten Barito Timur;kecamatan karusen janang;desa wuran
kabupaten Barito Timur;kecamatan paju epat;desa balawa
kabupaten Barito Timur;kecamatan paju epat;desa juru banu
kabupaten Barito Timur;kecamatan paju epat;desa kalinapu
kabupaten Barito Timur;kecamatan paju epat;desa maipe
kabupaten Barito Timur;kecamatan paju epat;desa murutuwu
kabupaten Barito Timur;kecamatan paju epat;desa siong
kabupaten Barito Timur;kecamatan paju epat;desa tampu langit
kabupaten Barito Timur;kecamatan paju epat;desa telang
kabupaten Barito Timur;kecamatan paju epat;desa telang baru
kabupaten Barito Timur;kecamatan paku;desa bantai napu
kabupaten Barito Timur;kecamatan paku;desa gandrung
kabupaten Barito Timur;kecamatan paku;desa kalamus
kabupaten Barito Timur;kecamatan paku;desa kupang baru
kabupaten Barito Timur;kecamatan paku;desa luau jawuk
kabupaten Barito Timur;kecamatan paku;desa paku beto
kabupaten Barito Timur;kecamatan paku;desa pangkan
kabupaten Barito Timur;kecamatan paku;desa patung
kabupaten Barito Timur;kecamatan paku;desa runggu raya
kabupaten Barito Timur;kecamatan paku;desa simpang bingkuang
kabupaten Barito Timur;kecamatan paku;desa tampa
kabupaten Barito Timur;kecamatan paku;desa tarinsing
kabupaten Barito Timur;kecamatan patangkep tutui;desa ampari bora
kabupaten Barito Timur;kecamatan patangkep tutui;desa bentot
kabupaten Barito Timur;kecamatan patangkep tutui;desa betang nalong
kabupaten Barito Timur;kecamatan patangkep tutui;desa jango
kabupaten Barito Timur;kecamatan patangkep tutui;desa kambitin
kabupaten Barito Timur;kecamatan patangkep tutui;desa kotam
kabupaten Barito Timur;kecamatan patangkep tutui;desa lalap
kabupaten Barito Timur;kecamatan patangkep tutui;desa mawani
kabupaten Barito Timur;kecamatan patangkep tutui;desa pulau padang
kabupaten Barito Timur;kecamatan patangkep tutui;desa ramania
kabupaten Barito Timur;kecamatan pematang karau;desa bambulung
kabupaten Barito Timur;kecamatan pematang karau;desa bararawa
kabupaten Barito Timur;kecamatan pematang karau;desa ketab
kabupaten Barito Timur;kecamatan pematang karau;desa kupang bersih
kabupaten Barito Timur;kecamatan pematang karau;desa lampeong
kabupaten Barito Timur;kecamatan pematang karau;desa lebo
kabupaten Barito Timur;kecamatan pematang karau;desa muara palantau
kabupaten Barito Timur;kecamatan pematang karau;desa muru duyung
kabupaten Barito Timur;kecamatan pematang karau;desa nagaleah
kabupaten Barito Timur;kecamatan pematang karau;desa pinang tunggal
kabupaten Barito Timur;kecamatan pematang karau;desa sumber rejo
kabupaten Barito Timur;kecamatan pematang karau;desa tumpung ulung
kabupaten Barito Timur;kecamatan pematang karau;desa tuyau
kabupaten Barito Timur;kecamatan raren batuah;desa baruyan
kabupaten Barito Timur;kecamatan raren batuah;desa batuah
kabupaten Barito Timur;kecamatan raren batuah;desa lenggang
kabupaten Barito Timur;kecamatan raren batuah;desa malintut
kabupaten Barito Timur;kecamatan raren batuah;desa puri
kabupaten Barito Timur;kecamatan raren batuah;desa sibung
kabupaten Barito Timur;kecamatan raren batuah;desa tangkum
kabupaten Barito Timur;kecamatan raren batuah;desa turan amis
kabupaten Barito Timur;kecamatan raren batuah;desa unsum
kabupaten Barito Utara;kecamatan gunung purei;desa baok
kabupaten Barito Utara;kecamatan gunung purei;desa berong
kabupaten Barito Utara;kecamatan gunung purei;desa lampeong i
kabupaten Barito Utara;kecamatan gunung purei;desa lampeong ii
kabupaten Barito Utara;kecamatan gunung purei;desa lawarang
kabupaten Barito Utara;kecamatan gunung purei;desa linon besi i
kabupaten Barito Utara;kecamatan gunung purei;desa linon besi ii
kabupaten Barito Utara;kecamatan gunung purei;desa muara mea
kabupaten Barito Utara;kecamatan gunung purei;desa payang
kabupaten Barito Utara;kecamatan gunung purei;desa tambaba
kabupaten Barito Utara;kecamatan gunung purei;desa tanjung harapan
kabupaten Barito Utara;kecamatan gunung timang;desa baliti
kabupaten Barito Utara;kecamatan gunung timang;desa batu raya i
kabupaten Barito Utara;kecamatan gunung timang;desa batu raya ii
kabupaten Barito Utara;kecamatan gunung timang;desa jaman
kabupaten Barito Utara;kecamatan gunung timang;desa kandui
kabupaten Barito Utara;kecamatan gunung timang;desa ketapang
kabupaten Barito Utara;kecamatan gunung timang;desa majangkan
kabupaten Barito Utara;kecamatan gunung timang;desa malungai
kabupaten Barito Utara;kecamatan gunung timang;desa payang ara
kabupaten Barito Utara;kecamatan gunung timang;desa pelari
kabupaten Barito Utara;kecamatan gunung timang;desa rarawa
kabupaten Barito Utara;kecamatan gunung timang;desa sangkurang
kabupaten Barito Utara;kecamatan gunung timang;desa siwau
kabupaten Barito Utara;kecamatan gunung timang;desa tapen raya
kabupaten Barito Utara;kecamatan gunung timang;desa tongka
kabupaten Barito Utara;kecamatan gunung timang;desa walur
kabupaten Barito Utara;kecamatan lahei;desa bengahon
kabupaten Barito Utara;kecamatan lahei;desa haragandang
kabupaten Barito Utara;kecamatan lahei;desa hurung enep
kabupaten Barito Utara;kecamatan lahei;desa ipu
kabupaten Barito Utara;kecamatan lahei;desa juju baru
kabupaten Barito Utara;kecamatan lahei;desa karendan
kabupaten Barito Utara;kecamatan lahei;desa lahei i
kabupaten Barito Utara;kecamatan lahei;desa lahei ii
kabupaten Barito Utara;kecamatan lahei;desa muara bakah
kabupaten Barito Utara;kecamatan lahei;desa muara inu
kabupaten Barito Utara;kecamatan lahei;desa muara pari
kabupaten Barito Utara;kecamatan lahei;desa mukut
kabupaten Barito Utara;kecamatan lahei;desa rahaden
kabupaten Barito Utara;kecamatan lahei barat;desa benao hilir
kabupaten Barito Utara;kecamatan lahei barat;desa benao hulu
kabupaten Barito Utara;kecamatan lahei barat;desa jangkang baru
kabupaten Barito Utara;kecamatan lahei barat;desa jangkang lama
kabupaten Barito Utara;kecamatan lahei barat;desa karamuan
kabupaten Barito Utara;kecamatan lahei barat;desa luwe hilir
kabupaten Barito Utara;kecamatan lahei barat;desa luwe hulu
kabupaten Barito Utara;kecamatan lahei barat;desa nihan hilir
kabupaten Barito Utara;kecamatan lahei barat;desa nihan hulu
kabupaten Barito Utara;kecamatan lahei barat;desa papar pujung
kabupaten Barito Utara;kecamatan lahei barat;desa teluk malewai
kabupaten Barito Utara;kecamatan montallat;desa kamawen
kabupaten Barito Utara;kecamatan montallat;kelurahan montallat i
kabupaten Barito Utara;kecamatan montallat;kelurahan montallat ii
kabupaten Barito Utara;kecamatan montallat;desa paring lahung
kabupaten Barito Utara;kecamatan montallat;desa pepas
kabupaten Barito Utara;kecamatan montallat;desa rubei
kabupaten Barito Utara;kecamatan montallat;desa ruji
kabupaten Barito Utara;kecamatan montallat;desa sikan
kabupaten Barito Utara;kecamatan montallat;kelurahan tumpung laung i
kabupaten Barito Utara;kecamatan montallat;kelurahan tumpung laung ii
kabupaten Barito Utara;kecamatan teweh baru;desa gandring
kabupaten Barito Utara;kecamatan teweh baru;desa hajak
kabupaten Barito Utara;kecamatan teweh baru;kelurahan jambu
kabupaten Barito Utara;kecamatan teweh baru;kelurahan jingah
kabupaten Barito Utara;kecamatan teweh baru;desa liang buah
kabupaten Barito Utara;kecamatan teweh baru;desa liang naga
kabupaten Barito Utara;kecamatan teweh baru;desa malawaken
kabupaten Barito Utara;kecamatan teweh baru;desa panaen
kabupaten Barito Utara;kecamatan teweh baru;desa sabuh
kabupaten Barito Utara;kecamatan teweh baru;desa sikui
kabupaten Barito Utara;kecamatan teweh selatan;desa bintang ninggi i
kabupaten Barito Utara;kecamatan teweh selatan;desa bintang ninggi ii
kabupaten Barito Utara;kecamatan teweh selatan;desa bukit sawit
kabupaten Barito Utara;kecamatan teweh selatan;desa buntok baru
kabupaten Barito Utara;kecamatan teweh selatan;desa butong
kabupaten Barito Utara;kecamatan teweh selatan;desa pandran permai
kabupaten Barito Utara;kecamatan teweh selatan;desa pandran raya
kabupaten Barito Utara;kecamatan teweh selatan;desa tawan jaya
kabupaten Barito Utara;kecamatan teweh selatan;desa trahean
kabupaten Barito Utara;kecamatan teweh selatan;desa trinsing
kabupaten Barito Utara;kecamatan teweh tengah;desa beringin raya
kabupaten Barito Utara;kecamatan teweh tengah;desa datai nirui
kabupaten Barito Utara;kecamatan teweh tengah;kelurahan lanjas
kabupaten Barito Utara;kecamatan teweh tengah;desa lemo i
kabupaten Barito Utara;kecamatan teweh tengah;desa lemo ii
kabupaten Barito Utara;kecamatan teweh tengah;kelurahan melayu
kabupaten Barito Utara;kecamatan teweh tengah;desa pendreh
kabupaten Barito Utara;kecamatan teweh tengah;desa rimba sari
kabupaten Barito Utara;kecamatan teweh tengah;desa sei rahayu i
kabupaten Barito Utara;kecamatan teweh tengah;desa sei rahayu ii
kabupaten Barito Utara;kecamatan teweh timur;desa benangin i
kabupaten Barito Utara;kecamatan teweh timur;desa benangin ii
kabupaten Barito Utara;kecamatan teweh timur;desa benangin iii
kabupaten Barito Utara;kecamatan teweh timur;desa benangin v
kabupaten Barito Utara;kecamatan teweh timur;desa jamut
kabupaten Barito Utara;kecamatan teweh timur;desa liju
kabupaten Barito Utara;kecamatan teweh timur;desa mampuak i
kabupaten Barito Utara;kecamatan teweh timur;desa mampuak ii
kabupaten Barito Utara;kecamatan teweh timur;desa muara wakat
kabupaten Barito Utara;kecamatan teweh timur;desa sampirang i
kabupaten Barito Utara;kecamatan teweh timur;desa sampirang ii
kabupaten Barito Utara;kecamatan teweh timur;desa sei liju
kabupaten Gunung Mas;kecamatan damang batu;desa karetau rambangun
kabupaten Gunung Mas;kecamatan damang batu;desa karetau sarian
kabupaten Gunung Mas;kecamatan damang batu;desa lawang kanji
kabupaten Gunung Mas;kecamatan damang batu;desa tumbang anoi
kabupaten Gunung Mas;kecamatan damang batu;desa tumbang mahuroi
kabupaten Gunung Mas;kecamatan damang batu;desa tumbang maraya
kabupaten Gunung Mas;kecamatan damang batu;kelurahan tumbang marikoi
kabupaten Gunung Mas;kecamatan damang batu;desa tumbang posu
kabupaten Gunung Mas;kecamatan kahayan hulu utara;desa batu tangkui
kabupaten Gunung Mas;kecamatan kahayan hulu utara;desa dandang
kabupaten Gunung Mas;kecamatan kahayan hulu utara;desa penda rangas
kabupaten Gunung Mas;kecamatan kahayan hulu utara;desa teluk kanduri
kabupaten Gunung Mas;kecamatan kahayan hulu utara;desa tumbang hamputung
kabupaten Gunung Mas;kecamatan kahayan hulu utara;desa tumbang korik
kabupaten Gunung Mas;kecamatan kahayan hulu utara;kelurahan tumbang miri
kabupaten Gunung Mas;kecamatan kahayan hulu utara;desa tumbang pasangon
kabupaten Gunung Mas;kecamatan kahayan hulu utara;desa tumbang ponyoi
kabupaten Gunung Mas;kecamatan kahayan hulu utara;desa tumbang sian
kabupaten Gunung Mas;kecamatan kahayan hulu utara;desa tumbang tajungan
kabupaten Gunung Mas;kecamatan kahayan hulu utara;desa tumbang takaoi
kabupaten Gunung Mas;kecamatan kurun;desa hurung bunut
kabupaten Gunung Mas;kecamatan kurun;desa kuala kurun
kabupaten Gunung Mas;kecamatan kurun;desa penda pilang
kabupaten Gunung Mas;kecamatan kurun;desa petak bahandang
kabupaten Gunung Mas;kecamatan kurun;desa pilang munduk
kabupaten Gunung Mas;kecamatan kurun;kelurahan tampang tumbang anjir
kabupaten Gunung Mas;kecamatan kurun;desa tanjung riu
kabupaten Gunung Mas;kecamatan kurun;desa teluk nyatu
kabupaten Gunung Mas;kecamatan kurun;desa tewang pajangan
kabupaten Gunung Mas;kecamatan kurun;desa tumbang hakau
kabupaten Gunung Mas;kecamatan kurun;desa tumbang lampahung
kabupaten Gunung Mas;kecamatan kurun;desa tumbang manyangan
kabupaten Gunung Mas;kecamatan kurun;desa tumbang miwan
kabupaten Gunung Mas;kecamatan kurun;desa tumbang tambirah
kabupaten Gunung Mas;kecamatan kurun;desa tumbang tariak
kabupaten Gunung Mas;kecamatan manuhing;desa bangun sari
kabupaten Gunung Mas;kecamatan manuhing;desa belawan mulya
kabupaten Gunung Mas;kecamatan manuhing;desa bereng balawan
kabupaten Gunung Mas;kecamatan manuhing;desa bereng jun
kabupaten Gunung Mas;kecamatan manuhing;desa fajar harapan
kabupaten Gunung Mas;kecamatan manuhing;desa gohong
kabupaten Gunung Mas;kecamatan manuhing;desa takaras
kabupaten Gunung Mas;kecamatan manuhing;desa tangki dahuyan
kabupaten Gunung Mas;kecamatan manuhing;desa taringen
kabupaten Gunung Mas;kecamatan manuhing;desa tumbang jalemu
kabupaten Gunung Mas;kecamatan manuhing;desa tumbang sepan
kabupaten Gunung Mas;kecamatan manuhing;kelurahan tumbang talaken
kabupaten Gunung Mas;kecamatan manuhing raya;desa luwuk tukau
kabupaten Gunung Mas;kecamatan manuhing raya;desa putat durei
kabupaten Gunung Mas;kecamatan manuhing raya;kelurauhan tehang
kabupaten Gunung Mas;kecamatan manuhing raya;desa tumbang mantuhe
kabupaten Gunung Mas;kecamatan manuhing raya;desa tumbang oroi
kabupaten Gunung Mas;kecamatan manuhing raya;desa tumbang samui
kabupaten Gunung Mas;kecamatan mihing raya;desa dahian tambuk
kabupaten Gunung Mas;kecamatan mihing raya;kelurahan kampuri
kabupaten Gunung Mas;kecamatan mihing raya;desa rangan tate
kabupaten Gunung Mas;kecamatan mihing raya;desa tumbang danau
kabupaten Gunung Mas;kecamatan mihing raya;desa tumbang empas
kabupaten Gunung Mas;kecamatan mihing raya;desa tuyun
kabupaten Gunung Mas;kecamatan miri manasa;desa buntoi
kabupaten Gunung Mas;kecamatan miri manasa;desa harowo
kabupaten Gunung Mas;kecamatan miri manasa;desa mangkuhung
kabupaten Gunung Mas;kecamatan miri manasa;desa rangan hiran
kabupaten Gunung Mas;kecamatan miri manasa;desa tumbang hatung
kabupaten Gunung Mas;kecamatan miri manasa;desa tumbang koroi
kabupaten Gunung Mas;kecamatan miri manasa;desa tumbang lapan
kabupaten Gunung Mas;kecamatan miri manasa;desa tumbang manyoi
kabupaten Gunung Mas;kecamatan miri manasa;desa tumbang masukih
kabupaten Gunung Mas;kecamatan miri manasa;kelurahan tumbang napoi
kabupaten Gunung Mas;kecamatan miri manasa;desa tumbang siruk
kabupaten Gunung Mas;kecamatan rungan;desa bereng baru
kabupaten Gunung Mas;kecamatan rungan;desa bereng malaka
kabupaten Gunung Mas;kecamatan rungan;kelurahan jakatan raya
kabupaten Gunung Mas;kecamatan rungan;desa karya bhakti
kabupaten Gunung Mas;kecamatan rungan;desa linau
kabupaten Gunung Mas;kecamatan rungan;desa luwuk kantor
kabupaten Gunung Mas;kecamatan rungan;desa luwuk langkuas
kabupaten Gunung Mas;kecamatan rungan;desa parempei
kabupaten Gunung Mas;kecamatan rungan;desa talangkah
kabupaten Gunung Mas;kecamatan rungan;desa tumbang baringei
kabupaten Gunung Mas;kecamatan rungan;desa tumbang bunut
kabupaten Gunung Mas;kecamatan rungan;desa tumbang jutuh
kabupaten Gunung Mas;kecamatan rungan;desa tumbang kajuei
kabupaten Gunung Mas;kecamatan rungan;desa tumbang malahoi
kabupaten Gunung Mas;kecamatan rungan barat;desa hujung pata
kabupaten Gunung Mas;kecamatan rungan barat;desa jalemu masulan
kabupaten Gunung Mas;kecamatan rungan barat;desa jalemu raya
kabupaten Gunung Mas;kecamatan rungan barat;desa mangkawuk
kabupaten Gunung Mas;kecamatan rungan barat;kelurahan rabambang
kabupaten Gunung Mas;kecamatan rungan barat;desa tajah antang raya
kabupaten Gunung Mas;kecamatan rungan barat;desa tumbang bahanei
kabupaten Gunung Mas;kecamatan rungan barat;desa tumbang jalemu kajuei
kabupaten Gunung Mas;kecamatan rungan barat;desa tumbang kuayan
kabupaten Gunung Mas;kecamatan rungan barat;desa tumbang langgah
kabupaten Gunung Mas;kecamatan rungan barat;desa tusang raya
kabupaten Gunung Mas;kecamatan rungan hulu;desa batu puter
kabupaten Gunung Mas;kecamatan rungan hulu;desa hantapang
kabupaten Gunung Mas;kecamatan rungan hulu;desa jangkit
kabupaten Gunung Mas;kecamatan rungan hulu;desa sangal
kabupaten Gunung Mas;kecamatan rungan hulu;desa sei antai
kabupaten Gunung Mas;kecamatan rungan hulu;desa tumbang lapan
kabupaten Gunung Mas;kecamatan rungan hulu;desa tumbang mujai
kabupaten Gunung Mas;kecamatan rungan hulu;desa tumbang rahuyan
kabupaten Gunung Mas;kecamatan rungan hulu;desa tumbang tuwe
kabupaten Gunung Mas;kecamatan sepang;desa pematang limau
kabupaten Gunung Mas;kecamatan sepang;desa rabauh
kabupaten Gunung Mas;kecamatan sepang;desa sepang kota
kabupaten Gunung Mas;kecamatan sepang;kelurahan sepang simin
kabupaten Gunung Mas;kecamatan sepang;desa tampelas
kabupaten Gunung Mas;kecamatan sepang;desa tanjung karitak
kabupaten Gunung Mas;kecamatan sepang;desa tewai baru
kabupaten Gunung Mas;kecamatan tewah;desa batu nyapau
kabupaten Gunung Mas;kecamatan tewah;desa batu nyiwuh
kabupaten Gunung Mas;kecamatan tewah;desa karason raya
kabupaten Gunung Mas;kecamatan tewah;desa kasintu
kabupaten Gunung Mas;kecamatan tewah;desa rangan mihing
kabupaten Gunung Mas;kecamatan tewah;desa sandung tambun
kabupaten Gunung Mas;kecamatan tewah;desa sare rangan
kabupaten Gunung Mas;kecamatan tewah;desa sei riang
kabupaten Gunung Mas;kecamatan tewah;desa sumur mas
kabupaten Gunung Mas;kecamatan tewah;desa taja urap
kabupaten Gunung Mas;kecamatan tewah;desa tanjung untung
kabupaten Gunung Mas;kecamatan tewah;desa teluk lawah
kabupaten Gunung Mas;kecamatan tewah;kelurahan tewah
kabupaten Gunung Mas;kecamatan tewah;desa tumbang habaon
kabupaten Gunung Mas;kecamatan tewah;desa tumbang pajangei
kabupaten Gunung Mas;kecamatan tewah;desa upon batu
kabupaten kapuas;kecamatan basarang;desa basarang
kabupaten kapuas;kecamatan basarang;desa basarang jaya
kabupaten kapuas;kecamatan basarang;desa basungkai
kabupaten kapuas;kecamatan basarang;desa batu nindan
kabupaten kapuas;kecamatan basarang;desa batuah
kabupaten kapuas;kecamatan basarang;desa bungai jaya
kabupaten kapuas;kecamatan basarang;desa lunuk ramba
kabupaten kapuas;kecamatan basarang;desa maluen
kabupaten kapuas;kecamatan basarang;desa naning
kabupaten kapuas;kecamatan basarang;desa panarung
kabupaten kapuas;kecamatan basarang;desa pangkalan rekan
kabupaten kapuas;kecamatan basarang;desa pangkalan sari
kabupaten kapuas;kecamatan basarang;desa tambun raya
kabupaten kapuas;kecamatan basarang;desa tarung manuah
kabupaten kapuas;kecamatan bataguh;desa bamban raya
kabupaten kapuas;kecamatan bataguh;desa bangun harjo
kabupaten kapuas;kecamatan bataguh;desa budi mufakat
kabupaten kapuas;kecamatan bataguh;desa pulau kupang
kabupaten kapuas;kecamatan bataguh;desa pulau mambulau
kabupaten kapuas;kecamatan bataguh;desa sei jangkit
kabupaten kapuas;kecamatan bataguh;desa sei lunuk
kabupaten kapuas;kecamatan bataguh;desa tamban luar
kabupaten kapuas;kecamatan bataguh;desa terusan baguntan raya
kabupaten kapuas;kecamatan bataguh;desa terusan karya
kabupaten kapuas;kecamatan bataguh;desa terusan makmur
kabupaten kapuas;kecamatan bataguh;desa terusan mulya
kabupaten kapuas;kecamatan bataguh;desa terusan raya
kabupaten kapuas;kecamatan bataguh;desa terusan raya barat
kabupaten kapuas;kecamatan bataguh;desa terusan raya hulu
kabupaten kapuas;kecamatan dadahup;desa bentuk jaya
kabupaten kapuas;kecamatan dadahup;desa bina jaya
kabupaten kapuas;kecamatan dadahup;desa dadahup
kabupaten kapuas;kecamatan dadahup;upt dadahup f2
kabupaten kapuas;kecamatan dadahup;upt dadahup f5
kabupaten kapuas;kecamatan dadahup;desa dadahup raya
kabupaten kapuas;kecamatan dadahup;desa harapan baru
kabupaten kapuas;kecamatan dadahup;desa kahuripan permai
kabupaten kapuas;kecamatan dadahup;desa manuntung
kabupaten kapuas;kecamatan dadahup;desa menteng karya
kabupaten kapuas;kecamatan dadahup;desa petak batuah
kabupaten kapuas;kecamatan dadahup;desa sumber agung
kabupaten kapuas;kecamatan dadahup;desa sumber alaska
kabupaten kapuas;kecamatan dadahup;desa tambak bajai
kabupaten kapuas;kecamatan dadahup;desa tanjung harapan
kabupaten kapuas;kecamatan kapuas barat;desa anjir kalampan
kabupaten kapuas;kecamatan kapuas barat;desa basuta raya
kabupaten kapuas;kecamatan kapuas barat;desa maju bersama
kabupaten kapuas;kecamatan kapuas barat;desa mandomai
kabupaten kapuas;kecamatan kapuas barat;desa pantai
kabupaten kapuas;kecamatan kapuas barat;desa penda ketapi
kabupaten kapuas;kecamatan kapuas barat;desa saka mangkahai
kabupaten kapuas;kecamatan kapuas barat;desa saka tamiang
kabupaten kapuas;kecamatan kapuas barat;desa sei dusun
kabupaten kapuas;kecamatan kapuas barat;desa sei kayu
kabupaten kapuas;kecamatan kapuas barat;desa sei pitung
kabupaten kapuas;kecamatan kapuas barat;desa teluk hiri
